60
3 84 3454 3660
2 122 70 403
2 129 670 1094
2 118 710 967
2 123 1495 1884
2 119 2032 2338
2 126 1228 1510
2 134 1440 1843
131 2 1443 1544
2 133 2596 3024
2 117 1559 1953
2 122 1992 2283
2 126 2529 2916
3 82 0 186
6 44 188 292
2 121 861 1183
2 126 2110 2381
2 124 1978 2288
2 128 172 618
2 131 1531 1829
127 2 3655 3765
2 122 3462 3883
2 113 2029 2341
2 118 708 1110
2 124 2011 2573
2 125 2611 3304
4 61 1943 2073
2 124 2156 2612
2 129 899 1508
2 113 25 435
2 121 3520 3976
4 64 2071 2242
2 124 3288 3714
2 131 3142 3539
6 42 344 433
2 128 966 1245
2 127 2204 2803
2 136 769 1228
2 130 2366 2770
2 125 100 388
2 133 2861 3129
2 119 3039 3415
2 127 271 720
2 122 574 898
2 121 554 819
2 118 3445 4055
2 133 1759 2299
2 123 126 439
2 121 2995 3576
2 123 3593 4120
3 84 3093 3299
4 64 1746 1911
2 127 3560 4119
2 127 1791 2318
2 131 1836 2268
2 130 1607 2007
2 127 1707 2244
2 124 722 1071
2 118 893 1351
2 120 2735 3054
