60
4 32 1426 1504
59 2 689 737
67 2 766 823
6 19 786 840
2 63 407 620
7 20 830 876
67 2 1102 1132
4 34 1086 1183
4 29 316 402
2 62 736 864
61 2 1443 1482
4 33 166 234
6 21 205 256
10 13 756 787
4 32 1409 1475
67 2 490 522
2 66 1148 1294
29 4 1467 1496
4 31 1070 1135
4 32 892 964
2 62 1033 1181
2 65 222 440
4 27 1138 1200
3 42 703 799
4 30 656 717
4 34 1049 1119
4 31 888 965
5 26 1449 1521
3 44 1361 1458
6 24 32 81
2 67 492 635
6 21 440 494
67 2 1230 1260
2 58 644 771
8 16 710 755
4 30 0 64
6 20 560 603
31 4 1241 1272
6 23 1285 1337
3 40 743 826
59 2 608 632
61 2 946 993
2 62 44 238
3 42 743 837
2 63 700 905
4 32 737 803
2 67 1161 1310
4 33 86 152
5 26 71 132
8 16 526 569
4 31 978 1056
29 4 96 120
7 18 561 598
4 33 497 564
2 63 185 314
8 16 321 365
71 2 808 836
5 24 94 145
59 2 708 747
6 21 1378 1429
