60
2 64 776 1509
2 59 110 695
4 34 58 153
4 29 379 438
2 63 1769 2403
2 70 982 1539
2 66 669 933
2 70 159 389
2 57 931 1584
2 62 424 1258
2 60 478 774
2 66 1118 1276
2 65 1641 1972
2 64 1191 1800
2 64 1596 2079
2 66 1241 1443
2 66 244 627
2 57 652 982
2 62 128 327
3 42 1823 1909
2 62 586 1046
2 66 422 1086
3 36 354 432
2 64 898 1719
2 61 968 1457
2 68 1516 2385
2 62 1558 2230
2 67 760 1390
2 68 597 1387
2 72 1767 2624
2 67 1663 2074
2 64 209 695
2 69 889 1391
2 58 154 338
2 62 40 432
2 60 1355 1861
2 60 282 1116
2 60 567 1332
3 46 1141 1249
2 60 1291 1795
2 60 1265 1657
2 61 1088 1330
2 63 470 630
2 65 36 801
2 63 1625 1858
2 64 0 318
2 68 433 838
2 66 1434 1580
2 66 1058 1836
3 42 677 763
2 62 807 984
2 58 450 821
2 64 1828 2358
2 67 1222 1525
2 63 1550 2000
4 32 566 651
2 70 1131 1287
2 60 450 912
2 60 411 551
2 62 748 1378
