60
4 2 29 33
5 2 22 27
2 2 3 8
4 2 13 17
4 2 25 30
2 4 1 14
4 2 33 37
4 2 16 20
2 3 18 24
2 4 12 25
2 2 27 31
4 2 9 14
2 3 18 26
4 2 34 38
4 2 23 27
2 4 2 10
2 3 1 11
6 1 31 33
2 3 33 43
2 4 14 24
8 1 8 10
6 1 7 9
4 2 16 21
2 2 8 15
2 3 1 7
5 2 24 29
2 4 10 18
4 2 31 36
5 2 13 18
2 4 12 20
2 3 6 12
6 1 3 5
3 2 4 8
4 1 3 5
7 2 16 21
2 4 29 37
2 3 23 29
2 4 9 17
4 1 26 28
4 2 20 24
2 3 6 16
5 2 0 4
3 2 9 13
2 3 0 7
5 2 29 33
2 5 24 34
5 2 12 17
2 3 30 36
2 3 4 11
5 2 5 11
2 4 31 40
2 3 3 9
4 2 33 37
2 5 29 45
3 2 34 38
4 2 11 15
2 2 2 8
6 2 22 26
2 3 12 18
2 3 30 36
