60
4 2 2 6
5 2 33 39
4 1 30 32
4 2 37 41
4 2 42 46
4 2 24 29
8 1 36 38
5 2 4 8
6 1 53 55
4 2 26 30
3 2 8 12
3 2 17 21
4 2 39 43
5 2 41 46
8 1 14 16
4 2 1 6
2 3 18 24
4 2 26 30
2 3 19 28
4 2 49 53
2 4 33 45
8 1 26 28
2 4 23 35
4 2 10 14
4 1 18 20
2 4 44 52
5 2 26 30
4 2 2 7
4 2 50 54
2 4 0 8
6 1 39 41
6 1 24 26
3 2 27 31
2 2 33 37
5 2 37 42
4 2 52 56
6 1 32 34
5 2 18 23
8 1 2 4
3 2 24 28
3 2 34 38
4 2 14 18
2 3 43 52
2 2 15 22
2 4 3 12
5 2 4 8
6 2 23 27
8 1 33 35
3 2 39 43
4 2 51 55
2 4 50 62
6 1 8 10
2 4 50 58
5 2 32 38
2 2 12 16
2 3 34 44
4 1 12 14
5 2 33 38
2 4 1 9
4 2 11 15
