60
2 126 1010 1455
2 121 1040 2657
2 129 1435 2228
2 119 669 1542
2 124 420 1852
2 121 2941 3753
2 126 2002 3396
2 135 1052 1917
2 130 2547 3050
2 133 310 1600
2 116 1943 3248
2 122 288 1259
2 125 1409 2752
2 123 2838 3392
2 131 210 525
2 122 1556 2391
2 126 548 1748
2 124 1568 2230
2 128 1418 3140
2 131 507 1147
2 127 1742 2973
2 123 685 1462
2 114 2183 2843
2 118 870 2262
2 125 2816 3653
2 125 2465 2811
2 122 1532 2700
2 124 21 1461
2 129 1707 2469
2 112 143 1241
2 121 2827 3870
2 127 18 1148
2 123 43 1595
2 132 2147 2518
2 125 2740 3038
2 129 129 1862
2 129 1833 2743
2 137 1597 2545
2 129 828 2041
2 124 332 1286
2 132 2451 3284
2 120 1558 2360
2 126 1646 2106
2 122 106 1864
2 122 1858 3171
2 119 666 1630
2 134 2200 2812
2 122 783 1150
2 121 1215 2705
2 123 622 1425
2 124 453 703
2 127 2447 4010
2 128 1042 2074
2 127 971 2555
2 132 10 1132
2 129 2244 3758
2 127 1721 3065
2 124 0 1756
2 117 2399 3571
2 121 632 1543
