60
2 10 140 301
17 2 32 44
2 14 87 236
2 12 130 244
2 15 64 228
2 12 73 237
2 14 34 155
2 15 131 191
2 13 20 101
2 11 47 192
2 15 142 296
2 15 137 267
2 14 86 117
2 16 134 294
2 13 11 107
2 16 18 176
2 9 138 169
2 16 35 222
2 13 75 137
2 11 12 80
2 13 92 247
2 15 47 201
2 12 0 195
2 18 141 278
2 12 6 161
2 13 46 119
2 14 107 271
2 13 140 194
2 8 132 249
2 15 54 121
2 12 26 82
2 14 5 86
2 13 8 130
2 14 124 187
2 14 96 134
2 14 95 178
2 12 74 110
2 10 79 228
2 12 12 125
2 12 34 96
2 14 24 76
2 14 79 125
2 16 102 265
2 13 116 278
2 13 104 215
2 12 78 240
2 13 54 182
4 8 106 129
2 14 142 255
2 12 21 83
2 13 63 227
2 17 45 147
2 11 29 103
2 14 8 179
2 11 38 183
13 2 87 101
2 11 124 216
2 14 8 70
2 11 137 280
2 13 6 121
