60
2 5 41 51
2 7 66 82
2 4 41 50
2 6 51 70
11 2 2 12
2 7 18 34
4 4 42 51
2 9 58 78
2 5 44 61
2 9 27 48
2 4 69 88
2 7 72 90
8 2 66 71
2 9 43 67
2 5 2 19
2 7 2 21
2 3 49 61
2 6 6 18
2 5 71 81
2 7 11 26
2 9 39 59
2 7 65 81
2 7 35 59
2 5 9 24
2 9 66 84
11 2 69 81
2 5 68 82
4 4 25 34
2 6 33 47
2 6 70 83
2 10 25 47
2 7 60 86
2 5 20 35
2 7 59 76
3 6 47 59
7 2 52 59
2 6 0 20
2 7 70 88
2 8 72 88
2 7 30 50
2 6 34 53
4 4 65 74
3 6 61 73
2 7 68 85
2 7 65 88
2 9 45 66
2 9 4 28
2 6 24 37
2 6 15 32
3 6 37 50
4 3 44 50
4 3 27 33
4 4 6 17
2 6 53 66
2 8 2 18
2 6 55 72
2 9 4 39
2 8 70 86
2 8 31 49
2 9 65 86
