60
2 126 1867 2121
2 121 2700 3074
2 129 2678 2971
7 34 202 294
2 123 33 633
2 119 1834 2261
2 128 1570 2080
2 134 1398 1726
2 130 1418 1727
2 134 1532 1926
3 78 283 456
2 122 841 1114
2 125 2631 3057
2 122 1716 2152
2 131 2814 3269
2 123 2552 2887
2 126 1511 1957
4 62 363 492
2 128 761 1079
4 65 2804 2986
2 127 2641 2998
2 122 2266 2808
2 113 1693 2160
2 118 485 927
2 125 1777 2088
2 126 2305 2765
2 122 1897 2442
2 124 1915 2215
2 130 1722 2200
2 112 152 483
4 61 2399 2554
2 127 1808 2251
3 82 1324 1522
2 131 1530 2070
2 125 1197 1511
2 129 1634 2117
2 127 1923 2457
2 136 1954 2551
2 129 2042 2386
2 125 28 469
2 133 1060 1381
2 119 294 805
2 126 250 708
4 61 1828 1972
3 82 268 438
2 119 2960 3475
2 133 448 1089
2 122 119 879
2 121 2966 3558
2 125 2804 3250
2 125 0 341
2 127 2872 3198
2 127 785 1186
2 128 2355 2765
2 132 1374 1901
2 129 1968 2282
2 126 2020 2550
2 124 2973 3491
2 117 846 1360
2 121 2976 3504
