60
2 65 881 1106
5 24 1782 1830
2 67 1851 2142
2 57 1631 1899
2 64 380 641
2 69 1095 1244
2 66 1397 1765
2 68 1009 1225
2 58 1596 1813
2 63 1091 1316
2 60 1459 1689
2 67 1715 1868
3 42 903 996
2 65 770 947
2 64 73 243
2 66 94 255
2 66 1059 1297
2 57 1414 1668
2 62 559 749
2 64 609 833
2 61 925 1131
2 65 12 268
2 55 1783 1919
4 32 594 687
2 60 705 913
2 66 279 468
2 62 1572 1770
5 26 224 292
2 66 1580 1754
2 72 973 1173
2 67 1125 1292
2 62 610 891
2 67 56 270
2 59 745 1032
2 62 1568 1710
4 30 1613 1682
2 60 1201 1483
2 61 280 504
2 69 95 346
2 60 1292 1495
2 59 57 300
2 61 828 1098
2 62 1081 1342
2 63 1669 1942
2 63 632 819
2 64 574 774
2 67 329 504
2 66 1371 1661
5 26 73 163
2 63 736 996
2 64 1213 1395
2 58 1659 1783
2 62 264 429
2 65 1244 1546
3 42 137 238
2 64 1825 1997
2 71 1659 1829
2 58 437 740
2 59 0 245
2 62 349 618
