60
2 5 22 84
2 7 77 158
2 5 28 56
2 5 81 98
2 10 107 190
2 7 92 163
2 7 1 68
2 9 48 110
2 5 39 84
2 7 22 95
2 4 109 127
2 7 3 88
2 7 105 125
2 9 63 82
2 6 103 122
2 6 24 105
2 3 63 108
2 7 12 77
2 5 92 140
2 6 33 86
2 8 68 114
2 6 54 75
2 7 36 110
2 5 88 125
2 9 42 91
2 9 90 122
2 5 111 174
2 8 2 52
2 7 32 117
2 7 62 123
2 8 11 83
2 9 97 187
2 6 0 65
2 7 30 93
2 10 54 97
2 6 4 66
2 6 72 99
2 7 52 135
2 7 90 162
2 7 41 88
2 6 66 98
2 8 6 39
2 8 9 33
2 8 83 124
2 7 18 55
2 10 105 132
2 9 38 104
2 7 70 156
2 5 28 104
2 9 36 80
2 6 14 53
2 7 95 177
2 7 80 130
2 6 31 99
2 9 17 107
3 4 81 89
2 10 83 105
2 8 74 140
2 9 49 127
2 8 58 94
