60
2 126 3655 4615
2 121 3467 4194
2 128 3130 3824
2 118 1361 2188
6 41 3622 3736
2 120 94 839
2 127 3395 4064
2 135 336 1954
2 130 979 2723
2 132 2845 3898
2 116 673 2367
2 122 3661 4754
2 125 3152 3565
2 123 3488 4788
2 132 0 992
2 121 1305 2326
2 126 1565 3504
2 124 2697 2989
2 129 1188 1745
2 130 2565 3447
2 127 2257 4011
2 122 771 1502
2 114 2234 3668
2 119 2230 3695
2 126 794 1488
2 126 2962 3451
2 123 549 1308
2 124 162 1729
2 129 2738 4456
2 114 3618 5214
2 121 2841 3644
2 127 438 2115
2 123 533 2026
2 131 256 599
10 25 1064 1123
2 129 952 2002
2 127 3173 3871
2 136 2349 3007
2 130 843 1697
2 125 495 1288
2 132 121 1893
2 119 979 2051
2 125 2998 3365
2 121 695 1073
2 123 3505 5202
2 119 1948 2596
2 134 3493 4806
6 41 842 957
2 120 455 828
2 123 2622 3084
2 126 1219 1832
2 127 539 1938
2 129 247 626
2 128 2872 4274
2 132 2475 4270
2 130 1239 1767
2 128 747 1306
2 124 213 1895
2 117 2032 2553
2 121 3643 4391
