60
2 5 20 68
2 7 49 83
2 4 20 53
4 3 49 55
2 10 22 60
2 8 95 157
2 7 7 46
2 8 50 138
2 7 155 216
2 7 139 213
2 5 54 129
2 7 74 169
2 8 137 153
2 9 66 149
2 5 163 196
2 6 166 205
2 3 154 214
2 6 169 248
2 6 113 139
2 7 21 55
2 7 142 203
8 2 124 129
2 7 41 81
2 6 18 32
2 9 110 175
2 9 154 227
2 6 33 69
2 8 158 189
2 7 176 221
3 4 100 109
2 8 12 80
2 8 49 67
2 7 150 226
2 6 169 198
4 5 58 68
2 6 37 77
2 6 140 172
2 7 31 98
2 8 0 75
2 7 143 180
2 8 125 196
2 8 158 212
2 8 3 48
2 7 49 75
2 7 35 66
2 9 5 71
2 9 54 86
2 7 128 207
2 5 70 147
2 9 115 191
2 7 146 196
2 5 157 236
2 8 166 253
2 5 98 168
4 4 165 173
2 7 49 119
2 10 123 205
2 8 77 165
2 8 155 215
2 8 79 150
