60
4 33 919 989
4 30 823 884
2 67 678 903
3 38 617 704
4 32 320 387
5 28 287 348
2 66 665 873
4 34 437 511
4 29 1109 1174
4 31 171 234
4 31 930 1001
2 67 688 831
6 21 446 506
4 32 445 540
8 16 260 301
67 2 37 68
4 33 948 1023
3 38 789 870
6 21 859 918
6 21 908 955
61 2 188 229
4 33 440 509
6 18 1061 1101
4 32 781 853
2 60 417 614
2 66 406 612
4 31 1067 1155
3 44 298 389
3 44 357 448
2 70 534 762
2 67 378 593
4 31 1041 1116
4 34 1021 1095
4 29 968 1037
6 21 842 893
3 40 380 475
2 59 675 869
2 60 653 858
2 68 952 1105
6 20 332 375
59 2 710 759
2 61 58 199
31 4 858 884
4 32 957 1027
2 63 857 1059
4 32 899 976
67 2 943 1006
67 2 637 676
5 26 1020 1079
4 32 399 468
4 31 1101 1168
2 57 491 629
4 32 631 699
11 12 770 802
3 42 679 773
8 16 0 39
8 18 74 112
2 58 1039 1166
5 24 395 447
6 21 268 328
