60
2 5 41 79
2 4 33 57
2 3 39 47
2 5 12 44
5 2 7 12
2 4 9 35
2 3 22 54
2 4 32 49
2 2 36 63
2 5 42 65
2 2 38 58
2 4 4 34
2 3 53 88
2 4 34 43
2 4 52 84
2 6 15 41
2 4 39 77
2 3 40 51
2 3 70 114
2 4 19 42
2 4 11 22
2 3 50 80
2 5 3 23
2 2 60 68
2 3 46 62
2 5 30 50
2 5 2 42
5 2 39 43
2 4 12 42
2 4 38 77
2 4 9 30
2 3 69 85
2 4 39 80
2 2 20 30
2 7 70 112
2 5 72 118
2 3 40 65
2 6 52 84
2 3 44 74
2 3 20 48
2 3 35 45
2 4 14 54
2 3 58 88
2 4 63 92
2 5 22 35
2 4 0 52
2 5 45 86
2 3 1 11
2 3 15 46
2 5 47 81
2 4 44 60
2 4 27 54
2 5 62 78
2 5 38 58
2 3 56 78
2 5 42 86
2 2 42 74
2 5 20 44
2 4 45 84
2 3 44 75
