60
2 10 261 382
2 16 75 124
2 14 23 129
2 13 65 201
2 16 285 382
2 13 153 319
2 13 95 226
2 14 43 171
2 14 186 217
2 11 105 247
2 14 258 371
2 15 257 406
2 13 27 130
2 15 45 206
2 13 81 242
2 16 230 407
2 9 168 326
2 16 89 146
2 12 137 218
2 12 68 166
2 13 111 142
2 16 140 241
2 12 203 247
2 17 29 200
2 12 177 342
2 14 20 128
2 13 56 169
2 13 106 199
2 9 238 408
2 16 271 438
2 11 281 441
2 14 293 385
2 12 3 123
2 12 16 52
3 10 57 77
2 14 136 268
2 12 98 262
2 10 278 431
2 12 213 252
2 13 221 306
2 14 151 220
2 14 216 284
2 16 22 93
2 13 132 225
2 12 33 76
2 14 261 306
2 13 26 63
2 16 190 238
2 13 165 340
2 12 283 334
2 13 262 336
2 18 284 435
2 12 280 402
2 15 103 200
2 11 172 246
2 12 112 242
2 12 1 48
2 14 15 179
2 11 24 68
2 13 0 122
