60
3 24 419 478
37 2 801 833
29 2 549 568
2 30 511 587
2 31 275 381
2 25 455 507
4 17 595 633
2 35 700 781
2 31 504 589
2 31 314 388
10 6 857 871
2 34 877 949
2 34 574 660
2 32 831 903
2 35 283 353
3 22 31 79
2 33 132 218
5 14 333 375
2 30 527 609
2 38 474 550
29 2 10 40
31 2 22 40
2 31 0 65
2 34 763 889
2 31 865 949
2 32 292 400
8 8 832 852
2 29 551 621
4 17 444 479
4 16 652 689
2 33 483 559
5 14 630 665
37 2 737 759
37 2 66 94
2 27 640 742
8 8 639 656
3 24 253 302
4 14 463 500
2 31 16 83
2 28 765 823
29 2 701 721
4 16 244 286
5 14 290 321
31 2 139 168
4 15 504 538
2 26 685 750
2 30 9 70
2 31 776 888
4 16 761 806
6 11 493 519
5 14 616 663
2 35 638 715
3 22 771 823
4 16 349 383
31 2 728 758
29 2 610 627
3 22 772 823
17 4 330 347
6 11 615 644
2 32 602 720
