60
3 8 45 61
2 16 14 48
7 4 97 105
3 8 56 73
2 16 28 60
3 8 68 85
13 2 47 61
3 10 9 32
4 7 102 120
2 11 70 95
2 14 112 141
2 15 76 128
4 7 131 145
4 8 64 84
13 2 8 21
4 8 3 23
2 9 60 81
4 8 100 122
6 4 112 121
13 2 77 86
2 13 120 147
4 8 99 120
2 12 96 120
4 9 57 75
7 4 143 153
10 3 86 93
13 2 56 68
4 7 118 136
2 9 47 66
4 8 92 114
2 11 42 65
3 10 105 128
6 4 62 70
4 6 49 62
2 14 20 49
4 7 54 73
6 4 123 132
11 2 57 64
3 8 23 40
4 6 0 13
13 2 14 26
4 7 119 139
4 8 65 84
4 7 64 82
4 7 65 84
2 12 125 161
3 8 71 88
8 4 86 96
2 13 108 149
2 12 133 164
13 2 73 82
17 2 111 125
2 11 104 135
4 8 61 77
4 6 8 20
11 2 38 43
13 2 53 67
4 7 77 94
11 2 20 31
4 7 116 136
