60
2 4 51 62
2 6 40 66
2 3 34 45
2 4 37 46
2 5 4 21
2 4 30 49
2 3 0 16
2 4 14 41
3 2 49 53
2 4 52 81
2 3 31 44
2 3 53 72
2 3 19 39
2 5 24 51
2 5 23 45
4 2 49 54
2 4 7 38
2 4 9 50
2 3 55 77
2 6 8 43
2 4 3 41
2 3 14 26
2 4 44 84
2 3 55 86
2 2 12 29
2 5 4 41
2 4 53 87
2 4 42 60
2 3 1 32
2 5 54 98
2 3 54 79
2 3 17 41
2 3 16 36
2 3 55 68
2 6 15 42
3 4 35 43
2 5 35 65
2 4 35 46
2 2 1 34
2 3 52 66
2 3 31 65
2 4 43 54
2 3 52 73
2 2 10 54
2 4 1 19
2 6 15 55
2 7 8 47
3 2 38 42
2 5 20 41
2 6 22 35
2 4 38 59
2 3 29 64
5 2 43 49
2 6 2 39
2 3 25 41
2 3 6 36
2 2 7 16
2 6 30 44
2 4 23 41
2 3 14 27
