60
2 35 399 473
2 37 521 617
2 29 37 147
2 31 531 651
2 32 198 294
2 25 171 272
2 33 213 314
2 35 442 514
2 31 246 324
2 32 446 569
8 8 554 571
2 35 148 222
2 34 143 281
2 33 56 200
4 17 299 347
2 32 237 392
2 33 255 434
2 36 56 140
31 2 86 103
2 38 0 151
2 28 372 515
2 31 162 306
2 32 410 525
2 35 114 204
2 31 64 131
2 33 280 417
2 32 329 417
2 29 408 496
2 34 186 306
2 31 505 638
2 34 293 374
5 14 52 91
2 37 357 447
2 37 504 621
2 27 95 221
2 31 109 261
2 34 100 245
2 28 248 366
2 32 153 270
2 28 331 423
2 28 479 564
2 34 320 435
2 34 393 501
2 31 243 314
2 30 38 126
2 27 384 442
2 31 29 131
4 16 387 421
2 33 76 145
2 33 98 179
2 34 172 327
2 35 31 131
4 17 414 463
2 32 122 268
2 32 266 339
2 29 552 638
17 4 87 106
2 33 428 546
2 31 87 194
2 34 465 568
