60
2 10 216 250
2 16 178 214
4 7 58 77
2 12 4 45
2 15 41 101
2 13 135 169
3 10 171 195
2 16 216 248
13 2 24 36
2 13 194 221
3 10 35 56
2 15 91 135
13 2 151 165
4 8 23 44
2 13 34 64
3 12 33 61
2 9 38 75
17 2 108 126
2 12 95 120
2 11 147 175
6 4 5 14
2 16 79 121
2 12 25 58
17 2 172 183
13 2 80 87
2 14 167 202
2 13 157 183
2 13 19 48
2 8 47 70
17 2 28 38
2 11 92 129
2 15 158 197
2 12 165 196
3 8 198 214
4 8 98 119
2 15 14 48
2 11 167 205
2 11 154 188
2 11 213 243
2 12 39 69
2 14 73 111
2 15 135 169
4 8 179 197
2 13 95 143
2 12 123 166
2 13 78 108
2 13 16 45
2 15 68 114
2 14 7 38
6 4 175 183
4 7 28 46
2 17 139 173
13 2 0 11
2 15 46 81
2 11 203 240
4 6 76 88
2 11 98 124
7 4 207 216
2 10 200 226
2 13 44 102
