60
2 5 135 146
7 2 0 8
4 2 60 65
5 2 56 62
2 10 25 47
2 7 133 155
2 7 108 130
4 4 93 103
5 2 35 39
4 4 7 16
4 3 47 53
2 7 41 56
7 2 97 103
2 9 79 98
6 2 82 86
3 4 71 79
6 1 128 130
3 4 32 41
6 2 2 6
2 7 131 145
6 3 40 46
3 4 143 151
8 2 99 104
5 2 105 109
6 3 100 106
3 6 144 156
7 2 41 46
4 4 48 56
2 6 121 141
4 3 0 6
10 2 20 25
2 7 14 36
7 2 15 19
6 2 18 22
5 4 15 23
3 4 38 47
7 2 105 112
7 2 88 93
4 4 100 109
4 4 28 36
3 4 104 112
7 2 12 18
2 8 22 47
6 3 5 12
4 4 139 147
5 4 3 11
2 8 64 89
4 3 12 18
3 4 132 140
6 3 11 17
7 2 42 48
3 4 15 23
6 3 1 8
5 2 0 6
6 3 60 67
8 2 129 134
11 2 129 134
6 3 38 46
2 8 51 68
2 8 38 63
