60
4 2 27 32
5 2 39 43
6 1 29 31
6 2 89 93
3 2 15 19
8 1 3 5
5 2 72 76
2 4 88 97
2 2 53 57
4 2 72 76
6 1 27 29
6 1 72 74
3 2 79 83
5 2 67 71
5 2 68 72
4 2 63 67
2 3 22 28
3 2 62 66
5 2 47 51
5 2 22 26
5 2 27 31
8 1 27 29
4 2 60 65
4 1 0 2
2 2 58 65
2 4 18 30
2 4 23 31
2 3 43 49
5 2 30 34
5 2 70 74
2 3 75 81
3 2 52 56
5 2 62 66
4 1 86 88
7 2 17 21
2 4 21 33
6 1 77 79
6 2 4 8
4 2 23 27
3 2 6 10
2 3 79 88
2 4 90 102
4 2 37 41
6 1 0 2
5 2 16 20
2 4 90 103
2 5 50 66
2 3 55 64
2 3 84 93
8 1 27 29
5 2 64 68
6 1 35 37
5 2 11 15
5 2 85 90
2 2 14 19
5 2 77 81
2 2 15 20
6 2 38 42
2 3 46 56
2 3 33 40
