60
5 2 72 76
4 2 23 27
4 1 18 20
4 2 49 54
2 4 59 67
5 2 1 5
4 2 41 45
4 2 12 16
6 1 36 38
4 2 35 40
3 2 43 47
3 2 6 10
3 2 46 50
4 2 51 55
2 4 8 16
4 2 27 31
2 3 0 10
3 2 11 15
4 2 72 76
4 2 0 5
5 2 31 35
6 1 27 29
4 2 69 73
3 2 57 61
3 2 0 4
2 4 73 85
5 2 19 23
3 2 25 29
2 4 73 81
5 2 59 63
6 1 21 23
3 2 69 73
4 2 5 9
4 1 50 52
2 5 69 85
6 2 73 77
8 1 49 51
4 2 50 55
6 1 35 37
3 2 63 67
4 2 56 60
4 2 16 21
2 3 21 27
4 2 69 73
5 2 18 22
5 2 68 72
2 5 6 22
2 3 58 67
5 2 45 49
6 2 35 39
2 4 31 39
2 3 66 76
2 4 19 27
5 2 24 28
2 2 10 15
4 2 14 19
6 1 62 64
4 3 7 13
8 1 67 69
6 1 10 12
